CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,2466,-2749,2.38M,-2.65M,-52.7%,0.15%
433000106,HIMS,HIMS & HERS HEALTH INC,54967,-83714,1.91M,-2.9M,-60.4%,0.12%
745867101,PHM,PULTE GROUP INC,20263,-22332,2.78M,-3.06M,-52.4%,0.17%
09175A206,BMNR,BITMINE IMMERSION TECHS INC,194493,-243168,2.59M,-3.24M,-55.6%,0.16%
512807306,LRCX,LAM RESEARCH CORP,42214,-8644,18.29M,-3.75M,-17%,1.1%
23331A109,DHI,D R HORTON INC,44209,-23740,7.2M,-3.87M,-34.9%,0.44%
46438R105,ETHA,ISHARES ETHEREUM TR,0,-330654,0,-5.23M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,22274,-14649,8.41M,-5.53M,-39.7%,0.52%
19260Q107,COIN,COINBASE GLOBAL INC,0,-31821,0,-5.56M,CLOSE,0%
595112103,MU,MICRON TECHNOLOGY INC,42749,-7427,49.34M,-8.57M,-14.8%,3%
594972408,MSTR,STRATEGY INC,0,-88522,0,-11.05M,CLOSE,0%
874039100,TSM,TAIWAN SEMICONDUCTOR MANUFAC,1109430,-29821,529.83M,-14.24M,-2.6%,32.5%
722304102,PDD,PDD HOLDINGS INC,0,-145939,0,-14.91M,CLOSE,0%
25461A841,GGLL,DIREXION SHARES ETF TRUST,0,-193888,0,-15.13M,CLOSE,0%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,0,-480990,0,-18.48M,CLOSE,0%
464287432,TLT,ISHARES TR,0,-309510,0,-26.83M,CLOSE,0%
N97284108,NBIS,NEBIUS GROUP N.V.,170681,-122338,47.14M,-33.79M,-41.8%,2.9%
007903107,AMD,ADVANCED MICRO DEVICES INC,96568,-59669,56.1M,-34.66M,-38.2%,3.4%
037833100,AAPL,APPLE INC,51296,-136889,14.84M,-39.61M,-72.7%,0.91%
88160R101,TSLA,TESLA INC,60465,-96375,25.43M,-40.54M,-61.4%,1.6%
458140100,INTC,INTEL CORP,1360958,-508782,190.03M,-71.04M,-27.2%,11.7%
67066G104,NVDA,NVIDIA CORPORATION,652484,-402699,130.56M,-80.58M,-38.2%,8%
Total,,,,,1.63B,-225.47M,-17.3%,100%
