CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
84615Q103,SPCX,SPACE EXPLORATION TECHN CORP,8000000,8000000,1.37B,1.37B,NEW,23.9%
922908363,VOO,VANGUARD INDEX FDS,190000,190000,130.49M,130.49M,NEW,2.3%
464287200,IVV,ISHARES TR,174000,174000,130.31M,130.31M,NEW,2.3%
26884L109,EQT,EQT CORP,1553042,946540,82.58M,50.33M,+156.1%,1.4%
402635502,GPOR,GULFPORT ENERGY CORP,227500,227500,38.61M,38.61M,NEW,0.68%
75381A108,REA,RARE EARTHS AMERICAS INC,1248204,1248204,19.07M,19.07M,NEW,0.33%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,64949,23600,49.57M,18.01M,+57.1%,0.87%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,121800,51800,35.39M,15.05M,+74%,0.62%
539830109,LMT,LOCKHEED MARTIN CORP,68000,29000,34.64M,14.77M,+74.4%,0.61%
666807102,NOC,NORTHROP GRUMMAN CORP,62300,26800,31.73M,13.65M,+75.5%,0.56%
456941103,INR,INFINITY NAT RES INC,1047000,1047000,13.3M,13.3M,NEW,0.23%
75513E101,RTX,RTX CORPORATION,183600,55600,34.83M,10.55M,+43.4%,0.61%
35137L204,FOX,FOX CORP,1230167,216071,57.62M,10.12M,+21.3%,1%
165167735,EXE,EXPAND ENERGY CORPORATION,276804,105000,25.24M,9.57M,+61.1%,0.44%
25400Q105,DJT,TRUMP MEDIA & TECHNOLOGY GRO,870000,440000,6.73M,3.41M,+102.3%,0.12%
46090E103,QQQ,INVESCO QQQ TR,1277709,0,940.9M,0,NO CHANGE,16.5%
553368101,MP,MP MATERIALS CORP,14861212,0,832.38M,0,NO CHANGE,14.6%
878742204,TECK,TECK RESOURCES LTD,10298293,0,612.34M,0,NO CHANGE,10.7%
443628102,HBM,HUDBAY MINERALS INC,15885729,0,374.39M,0,NO CHANGE,6.6%
37954Y632,AIQ,GLOBAL X FDS,1494534,0,98.06M,0,NO CHANGE,1.7%
78464A847,SPMD,SPDR SERIES TRUST,1410470,0,95.29M,0,NO CHANGE,1.7%
65340P106,NXE,NEXGEN ENERGY LTD,9078245,0,85.1M,0,NO CHANGE,1.5%
023135106,AMZN,AMAZON COM INC,351000,0,83.66M,0,NO CHANGE,1.5%
46435U556,ARTY,ISHARES TR,1055190,0,80.36M,0,NO CHANGE,1.4%
02079K305,GOOGL,ALPHABET INC,200000,0,71.47M,0,NO CHANGE,1.3%
30303M102,META,META PLATFORMS INC,108000,0,60.84M,0,NO CHANGE,1.1%
594918104,MSFT,MICROSOFT CORP,159000,0,59.31M,0,NO CHANGE,1%
11135F101,AVGO,BROADCOM INC,140000,0,52.88M,0,NO CHANGE,0.93%
67066G104,NVDA,NVIDIA CORPORATION,226790,0,45.38M,0,NO CHANGE,0.79%
00214Q203,ARKQ,ARK ETF TR,252500,0,33.39M,0,NO CHANGE,0.58%
24703L202,DELL,DELL TECHNOLOGIES INC,76890,0,33.17M,0,NO CHANGE,0.58%
78468R853,SPSM,SPDR SERIES TRUST,342840,0,19.77M,0,NO CHANGE,0.35%
651639106,NEM,NEWMONT CORP,190000,0,17.75M,0,NO CHANGE,0.31%
03674X106,AR,ANTERO RESOURCES CORP,427643,0,15.03M,0,NO CHANGE,0.26%
64110L106,NFLX,NETFLIX INC.,194000,0,13.85M,0,NO CHANGE,0.24%
97717Y543,WTAI,WISDOMTREE TR,274505,0,13.03M,0,NO CHANGE,0.23%
88160R101,TSLA,TESLA INC,20837,0,8.76M,0,NO CHANGE,0.15%
301505731,THNQ,EXCHANGE TRADED CONCEPTS TRU,49756,0,4.54M,0,NO CHANGE,0.08%
301505707,ROBO,EXCHANGE TRADED CONCEPTS TRU,21793,0,1.87M,0,NO CHANGE,0.03%
37954Y715,BOTZ,GLOBAL X FDS,45766,0,1.74M,0,NO CHANGE,0.03%
33738R720,ROBT,FIRST TR EXCHANGE TRADED FD,27460,0,1.54M,0,NO CHANGE,0.03%
85208P600,NIKL,SPROTT FDS TR,70000,0,888.57K,0,NO CHANGE,0.02%
Total,,,,,5.71B,1.84B,+55.4%,100%
