CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
65341B106,XIFR,XPLR INFRASTRUCTURE LP,7753653,0,91.57M,0,NO CHANGE,57%
530715AL5,FWONA,LIBERTY MEDIA CORP DEL,95578000,0,5.29M,0,NO CHANGE,3.3%
530715AG6,FWONA,LIBERTY MEDIA CORP DEL,54668000,0,2.65M,0,NO CHANGE,1.6%
29445S100,EQPT,EQUIPMENTSHARE COM INC,3114655,-300000,61.23M,-5.9M,-8.8%,38.1%
37890B100,GBTG,GLOBAL BUSINESS TRAVEL GROUP,0,-3593635,0,-20.05M,CLOSE,0%
Total,,,,,160.75M,-25.95M,-14.5%,100%
