CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
14040H105,COF,CAPITAL ONE FINL CORP,7445,0,1.49M,0,NO CHANGE,0.04%
988498101,YUM,YUM BRANDS INC,8975,0,1.43M,0,NO CHANGE,0.04%
260003108,DOV,DOVER CORP,6259,0,1.4M,0,NO CHANGE,0.04%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,1187,0,1.15M,0,NO CHANGE,0.03%
17275R102,CSCO,CISCO SYS INC,8736,0,1.03M,0,NO CHANGE,0.03%
00287Y109,ABBV,ABBVIE INC,4037,0,1.02M,0,NO CHANGE,0.03%
49456B101,KMI,KINDER MORGAN INC DEL,28071,0,897.43K,0,NO CHANGE,0.03%
92790A850,PCLO,VIRTUS ETF TR II,36000,0,896.05K,0,NO CHANGE,0.03%
595112103,MU,MICRON TECHNOLOGY INC,710,0,819.55K,0,NO CHANGE,0.02%
032654105,ADI,ANALOG DEVICES INC,1746,0,693.46K,0,NO CHANGE,0.02%
26884L109,EQT,EQT CORP,12799,0,680.52K,0,NO CHANGE,0.02%
747525103,QCOM,QUALCOMM INC,3581,0,661.73K,0,NO CHANGE,0.02%
478160104,JNJ,JOHNSON & JOHNSON,2471,0,627.56K,0,NO CHANGE,0.02%
165167735,EXE,EXPAND ENERGY CORPORATION,6825,0,622.37K,0,NO CHANGE,0.02%
30231G102,XOM,EXXON MOBIL CORP,4345,0,594.05K,0,NO CHANGE,0.02%
718172109,PM,PHILIP MORRIS INTL INC,3212,0,581.08K,0,NO CHANGE,0.02%
92343V104,VZ,VERIZON COMMUNICATIONS INC,10687,0,452.49K,0,NO CHANGE,0.01%
00206R102,T,AT&T INC,21849,0,452.27K,0,NO CHANGE,0.01%
031162100,AMGN,AMGEN INC,1245,0,450.84K,0,NO CHANGE,0.01%
166764100,CVX,CHEVRON CORPORATION,2615,0,433.46K,0,NO CHANGE,0.01%
02209S103,MO,ALTRIA GROUP INC,5966,0,429.25K,0,NO CHANGE,0.01%
191216100,KO,COCA COLA CO,5209,0,423.33K,0,NO CHANGE,0.01%
172967424,C,CITIGROUP INC,2906,0,406.72K,0,NO CHANGE,0.01%
91324P102,UNH,UNITEDHEALTH GROUP INC,921,0,382.8K,0,NO CHANGE,0.01%
742718109,PG,PROCTER & GAMBLE CO,2513,0,368.51K,0,NO CHANGE,0.01%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,5887,0,339.21K,0,NO CHANGE,<.01%
38141G104,GS,GOLDMAN SACHS GROUP INC,321,0,324.65K,0,NO CHANGE,<.01%
001055102,AFL,AFLAC INC,2462,0,288.67K,0,NO CHANGE,<.01%
617446448,MS,MORGAN STANLEY,1357,0,283.67K,0,NO CHANGE,<.01%
231021106,CMI,CUMMINS INC,354,0,252.48K,0,NO CHANGE,<.01%
717081103,PFE,PFIZER INC,9981,0,240.34K,0,NO CHANGE,<.01%
26441C204,DUK,DUKE ENERGY CORP NEW,1886,0,238.73K,0,NO CHANGE,<.01%
94106L109,WM,WASTE MGMT INC DEL,1044,0,232.69K,0,NO CHANGE,<.01%
14149Y108,CAH,CARDINAL HEALTH INC,939,0,223.07K,0,NO CHANGE,<.01%
88579Y101,MMM,3M CO,1342,0,217.28K,0,NO CHANGE,<.01%
704326107,PAYX,PAYCHEX INC,2108,0,207.28K,0,NO CHANGE,<.01%
744320102,PRU,PRUDENTIAL FINL INC,1838,0,198.38K,0,NO CHANGE,<.01%
097023105,BA,BOEING CO,904,0,195.69K,0,NO CHANGE,<.01%
723484101,PNW,PINNACLE WEST CAP CORP,1808,0,193.46K,0,NO CHANGE,<.01%
464288497,IEUS,ISHARES TR,2753,0,190.53K,0,NO CHANGE,<.01%
