CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30190A104,FG,F&G ANNUITIES & LIFE INC,38,38,1.01K,1.01K,NEW,<.01%
801056102,SANM,SANMINA CORP,4,4,1K,1K,NEW,<.01%
15135U109,CVE,CENOVUS ENERGY INC,40,40,993,993,NEW,<.01%
885160101,THO,THOR INDS INC,13,13,978,978,NEW,<.01%
535555106,LNN,LINDSAY CORP,8,8,939,939,NEW,<.01%
92838U801,NCZ,VIRTUS CONVERTIBLE & INC FD,59,59,939,939,NEW,<.01%
880191101,EMF,TEMPLETON EMERGING MKTS FD,40,40,929,929,NEW,<.01%
60649T107,MG,MISTRAS GROUP INC,53,53,927,927,NEW,<.01%
423452101,HP,HELMERICH & PAYNE INC,28,28,922,922,NEW,<.01%
596680108,MSEX,MIDDLESEX WTR CO,16,16,917,917,NEW,<.01%
45676K103,INFQ,INFLEQTION INC,67,67,893,893,NEW,<.01%
65341B106,XIFR,XPLR INFRASTRUCTURE LP,75,75,886,886,NEW,<.01%
98390R102,XNDU.TO,XANADU QUANTUM TECHNOLO LTD,72,72,878,878,NEW,<.01%
34965K107,FTRE,FORTREA HLDGS INC,50,50,873,873,NEW,<.01%
74766W108,QUBT,QUANTUM COMPUTING INC,88,88,852,852,NEW,<.01%
297602104,ETD,ETHAN ALLEN INTERIORS INC,38,38,840,840,NEW,<.01%
76655K103,RGTI,RIGETTI COMPUTING INC,43,43,840,840,NEW,<.01%
75524W108,RMAX,RE/MAX HLDGS INC,85,85,839,839,NEW,<.01%
G38644103,GCT,GIGACLOUD TECHNOLOGY INC,25,25,790,790,NEW,<.01%
05580M108,RILY,BRC GROUP HOLDINGS INC,97,97,780,780,NEW,<.01%
92841M101,NIE,VIRTUS EQUITY & CONV INCM FD,13778,29,370.08K,778.94,+0.2%,0.03%
131193104,CALY,CALLAWAY GOLF CO,40,40,746,746,NEW,<.01%
464287713,IYZ,ISHARES TR,17,17,734,734,NEW,<.01%
M15342104,AUDC,AUDIOCODES LTD,75,75,726,726,NEW,<.01%
36164V800,GLIBK,LIBERTY CAP CORP,33,33,712,712,NEW,<.01%
025072760,MID,AMERICAN CENTY ETF TR,10,10,691,691,NEW,<.01%
84790A105,SPB,SPECTRUM BRANDS HOLDINGS INC,8,8,686,686,NEW,<.01%
45768S105,IOSP,INNOSPEC INC,8,8,679,679,NEW,<.01%
21867A105,CLB,CORE LABORATORIES INC,58,58,675,675,NEW,<.01%
47103U845,JAAA,JANUS DETROIT STR TR,13,13,661,661,NEW,<.01%
18539C204,CWEN,CLEARWAY ENERGY INC,19,19,650,650,NEW,<.01%
G3922B107,G,GENPACT LIMITED,23,23,633,633,NEW,<.01%
896522109,TRN,TRINITY INDS INC,18,18,623,623,NEW,<.01%
651229106,NWL,NEWELL BRANDS INC,99,99,608,608,NEW,<.01%
74349Y837,PSQ,PROSHARES TR,23,23,577,577,NEW,<.01%
743312100,PRGS,PROGRESS SOFTWARE CORP,17,17,576,576,NEW,<.01%
15961R303,CHPT,CHARGEPOINT HOLDINGS INC,93,93,550,550,NEW,<.01%
37954Y327,COLO,GLOBAL X FDS,13,13,542,542,NEW,<.01%
67073B106,JPC,NUVEEN PFD & INCOME OPPORTUN,67,67,528,528,NEW,<.01%
05464T104,AXSM,AXSOME THERAPEUTICS INC.,2,2,512,512,NEW,<.01%
67079K100,SMR,NUSCALE PWR CORP,51,51,512,512,NEW,<.01%
76118Y104,REZI,RESIDEO TECHNOLOGIES INC,16,16,507,507,NEW,<.01%
45781M101,INVA,INNOVIVA INC,21,21,484,484,NEW,<.01%
29430C102,VSTS,VESTIS CORPORATION,33,33,480,480,NEW,<.01%
20337X109,VISN,VISTANCE NETWORKS INC,37,37,473,473,NEW,<.01%
98149E303,GLDM,WORLD GOLD TR,6,6,464,464,NEW,<.01%
