CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
464288810,IHI,ISHARES TR,667627,338438,32.99M,16.72M,+102.8%,0.02%
67079U306,NUTX,NUTEX HEALTH INC,97454,97454,16.65M,16.65M,NEW,0.01%
68622P109,ORIC,ORIC PHARMACEUTICALS INC,1580216,1535826,17.11M,16.63M,+3459.8%,0.01%
500767306,KWEB,KRANESHARES TRUST,678858,678858,16.61M,16.61M,NEW,0.01%
34964C106,FBIN,FORTUNE BRANDS INNOVATIONS I,315143,299225,17.3M,16.43M,+1879.8%,0.01%
46434G848,PICK,ISHARES INC,293118,280738,17.04M,16.32M,+2267.7%,0.01%
09073M104,TECH,BIO-TECHNE CORP,228479,228479,16.14M,16.14M,NEW,<.01%
92763W103,VIPS,VIPSHOP HLDGS LTD,2958115,1213619,39.22M,16.09M,+69.6%,0.02%
09062X103,BIIB,BIOGEN INC,74438,74438,16.08M,16.08M,NEW,<.01%
62955J103,NOV,NOV INC,963102,866996,17.87M,16.08M,+902.1%,0.01%
22266M104,COUR,COURSERA INC,3197401,2846981,18.03M,16.06M,+812.4%,0.01%
744320102,PRU,PRUDENTIAL FINL INC,364075,148351,39.29M,16.01M,+68.8%,0.02%
G96115103,WYFI,WHITEFIBER INC,409655,409655,15.92M,15.92M,NEW,<.01%
00847X104,AGIO,AGIOS PHARMACEUTICALS INC,3107005,425836,115.3M,15.8M,+15.9%,0.07%
416515104,HIG,HARTFORD INSURANCE GROUP INC,161119,119176,21.35M,15.79M,+284.1%,0.01%
90400D108,RARE,ULTRAGENYX PHARMACEUTICAL IN,1730193,469175,57.77M,15.67M,+37.2%,0.04%
47103J105,JANX,JANUX THERAPEUTICS INC,1096509,998114,16.84M,15.33M,+1014.4%,0.01%
63001N106,NATL,NCR ATLEOS CORPORATION,390191,352814,16.94M,15.32M,+943.9%,0.01%
92790CAB0,,VIRIDIAN THERAPEUTICS INC,14250000,14250000,15.29M,15.29M,NEW,<.01%
56087FAB0,MMYT,MAKEMYTRIP LIMITED MAURITIUS,66135000,10000000,100.87M,15.25M,+17.8%,0.06%
518439104,EL,LAUDER ESTEE COS INC,338156,192660,26.7M,15.21M,+132.4%,0.02%
74280R205,UFO,PROCURE ETF TRUST II,299916,299916,15.2M,15.2M,NEW,<.01%
023586506,UHALB,U HAUL HOLDING COMPANY,1272655,262166,73.43M,15.13M,+25.9%,0.05%
