CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,663808,0,317.01M,0,NO CHANGE,25.3%
88160R101,TSLA,TESLA INC,719861,0,302.77M,0,NO CHANGE,24.2%
595112103,MU,MICRON TECHNOLOGY INC,252618,0,291.59M,0,NO CHANGE,23.3%
67066G104,NVDA,NVIDIA CORPORATION,884179,0,176.92M,0,NO CHANGE,14.1%
148929102,CAVA,CAVA GROUP INC,1031630,0,80.96M,0,NO CHANGE,6.5%
26856L103,ELF,E L F BEAUTY INC,604535,0,44.74M,0,NO CHANGE,3.6%
49714P108,KNSL,KINSALE CAP GROUP INC,115498,0,38.09M,0,NO CHANGE,3%
Total,,,,,1.25B,0,+0%,100%
