CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
589400100,MCY,MERCURY GENL CORP NEW,28201,1027,3.01M,109.5K,+3.8%,<.01%
860897107,SFIX,STITCH FIX INC,842641,26579,3.46M,109.24K,+3.3%,<.01%
09290C855,BLCR,BLACKROCK ETF TRUST,2835,2165,142.78K,109.04K,+323.1%,<.01%
35834F104,TE,T1 ENERGY INC,104406,11475,989.77K,108.78K,+12.3%,<.01%
83012A109,TSLX,SIXTH STREET SPECIALTY LENDI,6366,6331,109.3K,108.7K,+18088.6%,<.01%
163092109,CHGG,CHEGG INC,1285061,107464,1.3M,108.54K,+9.1%,<.01%
464288729,EXI,ISHARES TR,2568,539,514.9K,108.07K,+26.6%,<.01%
37954Y293,MLPX,GLOBAL X FDS,11070,1465,815.45K,107.92K,+15.3%,<.01%
12685J105,CABO,CABLE ONE INC,26114,2026,1.39M,107.6K,+8.4%,<.01%
132061201,SYLD,CAMBRIA ETF TR,2271,1350,179.58K,106.75K,+146.6%,<.01%
44980X109,IPGP,IPG PHOTONICS CORP,5398,906,633.28K,106.29K,+20.2%,<.01%
556099109,MGNX,MACROGENICS INC,83618,22870,386.31K,105.66K,+37.6%,<.01%
428291108,HXL,HEXCEL CORP NEW,13993,1055,1.4M,105.56K,+8.2%,<.01%
47100L301,DFDV,DEFI DEVELOPMENT CORP,35648,35648,104.81K,104.81K,NEW,<.01%
597742105,MSBI,MIDLAND STATES BANCORP INC,37607,3365,1.17M,104.79K,+9.8%,<.01%
559663109,MGY,MAGNOLIA OIL & GAS CORP,25878,4093,661.98K,104.7K,+18.8%,<.01%
50181P100,LCNB,LCNB CORP,15838,5940,278.58K,104.48K,+60%,<.01%
46436E163,IBMR,ISHARES TR,4240,4111,107.66K,104.38K,+3186.8%,<.01%
25434V625,DCOR,DIMENSIONAL ETF TRUST,1272,1272,104.29K,104.29K,NEW,<.01%
46438G570,TOPT,ISHARES TR,3226,3146,106.19K,103.55K,+3932.5%,<.01%
33733E302,FDN,FIRST TR EXCHANGE-TRADED FD,12728,391,3.37M,103.5K,+3.2%,<.01%
33734X176,FXL,FIRST TR EXCHANGE-TRADED FD,5551,475,1.21M,103.19K,+9.4%,<.01%
703481101,PTEN,PATTERSON-UTI ENERGY INC,103809,11189,952.97K,102.72K,+12.1%,<.01%
M9T951109,ZIM,ZIM INTEGRATED SHIPPING SERV,89042,3913,2.32M,101.74K,+4.6%,<.01%
78470E106,EFAX,SPDR INDEX SHS FDS,3660,1870,198.08K,101.21K,+104.5%,<.01%
46137V142,PHO,INVESCO EXCHANGE TRADED FD T,34127,1454,2.36M,100.44K,+4.5%,<.01%
89679E300,TFIN,TRIUMPH FINANCIAL INC,4886,1314,372.87K,100.28K,+36.8%,<.01%
03969T109,ARCT,ARCTURUS THERAPEUTICS HLDGS,19542,14921,131.32K,100.27K,+322.9%,<.01%
69374H436,QDPL,PACER FDS TR,3824,2203,172.33K,99.28K,+135.9%,<.01%
464288752,ITB,ISHARES TR,16338,949,1.71M,99.15K,+6.2%,<.01%
761624105,REX,REX AMERICAN RES CORP,18582,2193,839K,99.02K,+13.4%,<.01%
94724R108,WEAV,WEAVE COMMUNICATIONS INC,177718,16506,1.06M,98.87K,+10.2%,<.01%
25434V781,DISV,DIMENSIONAL ETF TRUST,12044,2453,483.31K,98.43K,+25.6%,<.01%
02072L607,FRDM,EA SERIES TRUST,5037,1350,367.2K,98.41K,+36.6%,<.01%
313148306,AGM,FEDERAL AGRIC MTG CORP,2099,493,418.26K,98.24K,+30.7%,<.01%
921935870,VTES,VANGUARD WELLINGTON FD,1451,969,146.98K,98.15K,+201%,<.01%
78463X848,CWI,SPDR INDEX SHS FDS,15817,2393,643.28K,97.32K,+17.8%,<.01%
94188P101,WSBF,WATERSTONE FINL INC MD,88871,4657,1.84M,96.54K,+5.5%,<.01%
29103W104,EEX,EMERALD HOLDING INC,47599,19133,239.9K,96.43K,+67.2%,<.01%
808524300,SCHG,SCHWAB STRATEGIC TR,597020,2845,20.2M,96.27K,+0.5%,<.01%
45826H109,ITGR,INTEGER HLDGS CORP,7667,1030,716.46K,96.25K,+15.5%,<.01%
82312B106,SHEN,SHENANDOAH TELECOMMUNICATION,75442,6382,1.14M,96.24K,+9.2%,<.01%
464287127,ILCB,ISHARES TR,25628,925,2.66M,95.88K,+3.7%,<.01%
464287564,ICF,ISHARES TR,9720,1408,657.37K,95.22K,+16.9%,<.01%
37960A669,SDIV,GLOBAL X FDS,8783,3889,214.67K,95.05K,+79.5%,<.01%
784305104,HTO,H2O AMERICA,10231,1564,621.75K,95.05K,+18%,<.01%
04911A107,AUB,ATLANTIC UN BANKSHARES CORP,51114,2240,2.16M,94.77K,+4.6%,<.01%
46436E403,GARP,ISHARES TR,3372,1147,278.34K,94.68K,+51.6%,<.01%
78464A102,XNTK,SPDR SERIES TRUST,2465,242,963.03K,94.54K,+10.9%,<.01%
78468R523,BILS,SPDR SERIES TRUST,1024,951,101.74K,94.49K,+1302.7%,<.01%
78349D107,RXST,RXSIGHT INC,28921,19574,139.4K,94.35K,+209.4%,<.01%
09661T602,BKAG,BNY MELLON ETF TRUST,6453,2249,270.69K,94.34K,+53.5%,<.01%
78464A862,XSD,SPDR SERIES TRUST,1553,151,968.39K,94.16K,+10.8%,<.01%
G61188127,LBTYK,LIBERTY GLOBAL LTD,279958,8559,3.08M,94.15K,+3.2%,<.01%
19761L706,RECS,COLUMBIA ETF TR I,14490,2174,627.14K,94.09K,+17.7%,<.01%
25382K100,DMRC,DIGIMARC CORP,11440,11440,94.04K,94.04K,NEW,<.01%
92189F692,PPH,VANECK ETF TRUST,3341,857,365.37K,93.72K,+34.5%,<.01%
74280R205,UFO,PROCURE ETF TRUST II,2073,1846,105.05K,93.55K,+813.2%,<.01%
86280R506,HNDL,STRATEGY SHS,5108,4060,116.69K,92.75K,+387.4%,<.01%
464287309,IVW,ISHARES TR,2047686,670,281.62M,92.15K,+0%,0.01%
464289859,AOA,ISHARES TR,10888,942,1.06M,91.94K,+9.5%,<.01%
33767U107,FSUN,FIRSTSUN CAP BANCORP,4527,2367,175.56K,91.79K,+109.6%,<.01%
46435U556,ARTY,ISHARES TR,8040,1205,612.34K,91.77K,+17.6%,<.01%
90328M107,USNA,USANA HEALTH SCIENCES INC,5828,4292,124.43K,91.63K,+279.4%,<.01%
33939L506,TDTT,FLEXSHARES TR,4020,3832,96.11K,91.61K,+2038.3%,<.01%
25459Y207,QQQE,DIREXION SHARES ETF TRUST,4487,748,547.51K,91.27K,+20%,<.01%
97717W281,DGS,WISDOMTREE TR,10558,1407,683.22K,91.05K,+15.4%,<.01%
02083X103,PINE,ALPINE INCOME PPTY TR INC,37738,4375,783.44K,90.82K,+13.1%,<.01%
46137V605,DJD,INVESCO EXCHANGE TRADED FD T,4142,1429,262.51K,90.57K,+52.7%,<.01%
78463X103,SPEU,SPDR INDEX SHS FDS,10802,1650,592.81K,90.55K,+18%,<.01%
83946P107,SPFI,SOUTH PLAINS FINANCIAL INC,2659,2102,114.54K,90.55K,+377.4%,<.01%
G35947202,FLNG,FLEX LNG LTD,9821,3215,275.58K,90.21K,+48.7%,<.01%
004816104,ACU,ACME UTD CORP,2574,1890,122.86K,90.21K,+276.3%,<.01%
566330106,MCS,MARCUS CORP DEL,68052,3842,1.6M,90.13K,+6%,<.01%
33939L407,GUNR,FLEXSHARES TR,24849,1829,1.22M,90.13K,+7.9%,<.01%
37954Y236,DTCR,GLOBAL X FDS,4385,2955,133.16K,89.73K,+206.6%,<.01%
