CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
88160R101,TSLA,TESLA INC,1039022,22297,437.01M,9.38M,+2.2%,53.9%
389930207,BTC,GRAYSCALE BITCOIN MINI TR ET,954568,103954,24.77M,2.7M,+12.2%,3.1%
19260Q107,COIN,COINBASE GLOBAL INC,141537,12946,20.69M,1.89M,+10.1%,2.6%
38964R203,ETH,GRAYSCALE ETHEREUM STAKING,865953,118403,13.02M,1.78M,+15.8%,1.6%
46436E718,SGOV,ISHARES TR,17417,17417,1.75M,1.75M,NEW,0.22%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,182554,10275,21.3M,1.2M,+6%,2.6%
84615Q103,SPCX,SPACE EXPLORATION TECHN CORP,6868,6868,1.17M,1.17M,NEW,0.14%
922908629,VO,VANGUARD INDEX FDS,10721,8027,863.76K,646.71K,+298%,0.11%
594918104,MSFT,MICROSOFT CORP,34028,1377,12.69M,513.64K,+4.2%,1.6%
02079K305,GOOGL,ALPHABET INC,3643,1398,1.3M,499.54K,+62.3%,0.16%
25460G286,TSLL,DIREXION SHARES ETF TRUST,2418084,30705,34.24M,434.78K,+1.3%,4.2%
88340C123,BMNG,THEMES ETF TR,35842,35842,327.24K,327.24K,NEW,0.04%
037833100,AAPL,APPLE INC,176677,1111,51.12M,321.48K,+0.6%,6.3%
67066G104,NVDA,NVIDIA CORPORATION,223819,1549,44.78M,309.94K,+0.7%,5.5%
007903107,AMD,ADVANCED MICRO DEVICES INC,518,518,300.91K,300.91K,NEW,0.04%
44812J104,HUT,HUT 8 CORP,2577,2577,297.5K,297.5K,NEW,0.04%
97717X578,XSOE,WISDOMTREE TR,233875,5199,11.5M,255.69K,+2.3%,1.4%
038222105,AMAT,APPLIED MATLS INC,325,325,234.97K,234.97K,NEW,0.03%
833445109,SNOW,SNOWFLAKE INC,915,915,232.87K,232.87K,NEW,0.03%
902973304,USB,US BANCORP,3512,3512,212.12K,212.12K,NEW,0.03%
451107106,IDA,IDACORP INC,1372,1372,207.58K,207.58K,NEW,0.03%
G66721104,NCLH,NORWEGIAN CRUISE LINE HLDGS,9700,9700,204.77K,204.77K,NEW,0.03%
37954Y632,AIQ,GLOBAL X FDS,3080,3080,202.08K,202.08K,NEW,0.02%
92189F643,MOAT,VANECK ETF TRUST,1925,1925,200.12K,200.12K,NEW,0.02%
64110L106,NFLX,NETFLIX INC.,63094,2517,4.5M,179.71K,+4.2%,0.56%
29287L205,PWRD,TCW ETF TRUST,20034,1405,2.46M,172.76K,+7.5%,0.3%
92647N527,UITB,VICTORY PORTFOLIOS II,119637,2824,5.6M,132.27K,+2.4%,0.69%
09175A206,BMNR,BITMINE IMMERSION TECHS INC,28669,9139,381.59K,121.64K,+46.8%,0.05%
67079K100,SMR,NUSCALE PWR CORP,11323,11323,113.57K,113.57K,NEW,0.01%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,11099,209,5.55M,104.58K,+1.9%,0.69%
46654Q203,JEPQ,J P MORGAN EXCHANGE TRADED F,54077,1543,3.32M,94.83K,+2.9%,0.41%
023135106,AMZN,AMAZON COM INC,36144,340,8.61M,81.04K,+0.9%,1.1%
46641Q332,JEPI,J P MORGAN EXCHANGE TRADED F,27917,1090,1.58M,61.56K,+4.1%,0.19%
69374H881,COWZ,PACER FDS TR,22119,768,1.38M,47.77K,+3.6%,0.17%
33939L845,QDEF,FLEXSHARES TR,72666,488,6.32M,42.47K,+0.7%,0.78%
22160K105,COST,COSTCO WHOLESALE CORPORATION,1512,38,1.41M,35.54K,+2.6%,0.17%
921908844,VIG,VANGUARD SPECIALIZED FUNDS,34603,108,8.19M,25.56K,+0.3%,1%
47103U845,JAAA,JANUS DETROIT STR TR,24920,300,1.26M,15.15K,+1.2%,0.16%
921937835,BND,VANGUARD BD INDEX FDS,31002,178,2.28M,13.07K,+0.6%,0.28%
97717X701,HEDJ,WISDOMTREE TR,15085,185,859.85K,10.54K,+1.2%,0.11%
33740F557,QJUN,FIRST TR EXCHNG TRADED FD VI,15378,303,519.56K,10.24K,+2%,0.06%
336917109,FDL,FIRST TR EXCHANGE-TRADED FD,8230,200,400.47K,9.73K,+2.5%,0.05%
921937827,BSV,VANGUARD BD INDEX FDS,14816,77,1.15M,6K,+0.5%,0.14%
30303M102,META,META PLATFORMS INC,1528,10,860.81K,5.63K,+0.7%,0.11%
69374H857,CALF,PACER FDS TR,10540,110,533.43K,5.57K,+1.1%,0.07%
92203J407,BNDX,VANGUARD CHARLOTTE FDS,23394,68,1.13M,3.29K,+0.3%,0.14%
464287200,IVV,ISHARES TR,520,3,389.77K,2.25K,+0.6%,0.05%
12811T118,CPRO,CALAMOS ETF TR,10150,70,285.98K,1.97K,+0.7%,0.04%
032108664,HACK,AMPLIFY ETF TR,3155,10,331.06K,1.05K,+0.3%,0.04%
92647N865,CDL,VICTORY PORTFOLIOS II,17674,3,1.37M,232.72,+0%,0.17%
78464A870,XBI,SPDR SERIES TRUST,2008,1,317.75K,158.24,+0%,0.04%
76954A103,RIVN,RIVIAN AUTOMOTIVE INC,28106,5,487.64K,86.75,+0%,0.06%
46438R105,ETHA,ISHARES ETHEREUM TR,314827,0,3.74M,0,NO CHANGE,0.46%
33740F581,QMAR,FIRST TR EXCHNG TRADED FD VI,80095,0,2.98M,0,NO CHANGE,0.37%
02079K107,GOOG,ALPHABET INC,7185,0,2.54M,0,NO CHANGE,0.31%
33740F862,FAUG,FIRST TR EXCHNG TRADED FD VI,30585,0,1.73M,0,NO CHANGE,0.21%
33740F599,FMAR,FIRST TR EXCHNG TRADED FD VI,33000,0,1.72M,0,NO CHANGE,0.21%
33740U307,FSEP,FIRST TR EXCHNG TRADED FD VI,30482,0,1.68M,0,NO CHANGE,0.21%
907818108,UNP,UNION PAC CORP,6050,0,1.65M,0,NO CHANGE,0.2%
478160104,JNJ,JOHNSON & JOHNSON,6117,0,1.55M,0,NO CHANGE,0.19%
00214Q104,ARKK,ARK ETF TR,18124,0,1.46M,0,NO CHANGE,0.18%
921078101,OUNZ,VANECK MERK GOLD ETF,37000,0,1.43M,0,NO CHANGE,0.18%
166764100,CVX,CHEVRON CORPORATION,7944,0,1.32M,0,NO CHANGE,0.16%
33740F730,DMAY,FIRST TR EXCHNG TRADED FD VI,22105,0,1.04M,0,NO CHANGE,0.13%
